0,1,2,3,4,5
6.0,0.0,0.0,0.0,0.0,0.0
5.998646415797331,0.0009841573601560272,0.0,0.0,0.0,0.000392534496873921
5.997278795128434,0.001981042559116538,0.0,0.0,0.0,0.0007899404351740199
5.995910236879458,0.0029585363819905537,0.0,0.0,0.0,0.0011763796277882137
5.994542234744513,0.003935936315965705,0.0,0.0,0.0,0.0015627817031525263
5.993133006755369,0.004941797343942445,0.0,0.0,0.0,0.001960690069210356
5.991721554823616,0.005949065233129522,0.0,0.0,0.0,0.002359168542448567
5.990310198170806,0.0069561375175796235,0.0,0.0,0.0,0.0027575696336428765
5.988899338154919,0.007962982992207775,0.0,0.0,0.0,0.0031558809982992282
5.987422716973888,0.009036936244639256,0.0,0.0,0.0,0.003583338356125107
5.9858925248517725,0.01016548680784561,0.0,0.0,0.0,0.004034511282438184
5.984363084059747,0.0112936727853155,0.0,0.0,0.0,0.004485538453086526
5.982833871987356,0.012421459268744295,0.0,0.0,0.0,0.004936405915195904
5.981305786870655,0.013548810178678825,0.0,0.0,0.0,0.0053870992407213485
5.979777807026331,0.014675687793617649,0.0,0.0,0.0,0.005837603354595324
5.978250692901977,0.015802058752300372,0.0,0.0,0.0,0.006287904916112719
5.97672431522203,0.016927886523293256,0.0,0.0,0.0,0.006737989321583037
5.975145522286373,0.01803720470486905,0.0,0.0,0.0,0.00718123852682245
5.973564630794266,0.019145015402328446,0.0,0.0,0.0,0.007623871910764358
5.971984627649713,0.020252187933400997,0.0,0.0,0.0,0.00806625031103245
5.970405596118242,0.021358679615629587,0.0,0.0,0.0,0.00850835667346185
5.968827577592852,0.022464461443255326,0.0,0.0,0.0,0.008950179408602075
5.967250624690235,0.023569496545617224,0.0,0.0,0.0,0.009391703784526926
5.965674785178451,0.024673751449691982,0.0,0.0,0.0,0.009832916426859704
5.964040157484915,0.02583794932544659,0.0,0.0,0.0,0.010298205025683708
5.96227616028105,0.027135196474986852,0.0,0.0,0.0,0.010816930540844857
5.960513053126656,0.028431403108304734,0.0,0.0,0.0,0.011335239991488761
5.958751688013728,0.029726526131837277,0.0,0.0,0.0,0.011853116141515302
5.95699149683109,0.031020523158334513,0.0,0.0,0.0,0.012370542045185036
5.9552330601780215,0.032313361668655075,0.0,0.0,0.0,0.012887504696189616
5.95347626513879,0.03360499323098266,0.0,0.0,0.0,0.013403984729273174
5.951721156016029,0.03489538527311925,0.0,0.0,0.0,0.01391996911990889
5.949925999852079,0.0361752789060226,0.0,0.0,0.0,0.014431489626576907
5.948108412173096,0.03744851883435133,0.0,0.0,0.0,0.014940195611247493
5.946293056027543,0.03872040689100237,0.0,0.0,0.0,0.015448361472570742
5.944479496339789,0.0399909111220614,0.0,0.0,0.0,0.015955974445538344
5.942668144604409,0.04125999385606374,0.0,0.0,0.0,0.016463019477717524
5.940858516499191,0.04252761848224615,0.0,0.0,0.0,0.016969481943721842
5.9390512212997,0.043793734074267954,0.0,0.0,0.0,0.017475341494658642
5.937246133470132,0.04505830327504247,0.0,0.0,0.0,0.01798058320565503
5.9352506985178834,0.046517519169792514,0.0,0.0,0.0,0.018564049791099813
5.933234448966166,0.04799815221368781,0.0,0.0,0.0,0.0191561268951386
5.931221061373175,0.049476830987589315,0.0,0.0,0.0,0.01974742252237764
5.92921063405404,0.050953532520868074,0.0,0.0,0.0,0.020337927486879365
5.927202780343758,0.05242821255189441,0.0,0.0,0.0,0.020927624092045013
5.925197738124244,0.053900827666898805,0.0,0.0,0.0,0.021516494976415324
5.923195592670176,0.05537131523539324,0.0,0.0,0.0,0.022104515095244723
5.9211903150676575,0.05683835635272938,0.0,0.0,0.0,0.02269111530957392
5.919120312035668,0.05828817642528464,0.0,0.0,0.0,0.023270344171026854
5.917053519871998,0.05973578473318781,0.0,0.0,0.0,0.023848689393081553
5.914990328783341,0.06118112148437181,0.0,0.0,0.0,0.02442612708689148
5.912929432013511,0.06262416225494696,0.0,0.0,0.0,0.025002647498437985
5.9108725842669685,0.06406486830778899,0.0,0.0,0.0,0.02557823514679079
5.908818955473326,0.0655031945742893,0.0,0.0,0.0,0.026152872028746506
5.906768791486167,0.06693909414995414,0.0,0.0,0.0,0.026726539404625858
5.904687880283557,0.0683995402287406,0.0,4.5143633105654363e-07,0.0,0.02730772398630332
5.902445080600796,0.06998733062930311,0.0,1.0217185548000559e-05,0.0,0.027928778743953876
5.900206439326706,0.0715723029277973,0.0,1.996558950190255e-05,0.0,0.028548731234165313
5.897972422992788,0.07315441222531263,0.0,2.9696343812911177e-05,0.0,0.0291675639321852
5.895741616770657,0.0747336155415675,0.0,3.940928745436918e-05,0.0,0.02978525989040632
5.893515333239725,0.07630986996215264,0.0,4.910406881128584e-05,0.0,0.030401802438613
5.8912932714241295,0.07788313532165408,0.0,5.878046589388081e-05,0.0,0.03101717583334216
5.8890754931024745,0.07945336787955393,0.0,6.843820967530645e-05,0.0,0.031631362965750184
5.886824635238897,0.08105831550613733,0.0,7.025058175882177e-05,0.0,0.03226130159161243
5.884371510507542,0.08286664589570562,0.0,2.9271943744064117e-05,0.0,0.0329826669450324
5.8819237553242125,0.08467132114676391,0.0,0.0,0.0,0.03370257421343933
5.879481080234865,0.08647230040336236,0.0,0.0,0.0,0.0344210071031375
5.877043390999163,0.08826953785327137,0.0,0.0,0.0,0.035137947340988275
5.874610816440462,0.09006300440042966,0.0,0.0,0.0,0.035853383319112475
5.872183492268147,0.09185259999024671,0.0,0.0,0.0,0.03656727512449695
5.869761398377124,0.09363833944562477,0.0,0.0,0.0,0.0372796286701807
5.86734413537908,0.09541979069208777,0.0,0.0,0.0,0.03799030005682967
5.864857373467384,0.09714648253955344,0.0,0.0,0.0,0.03868301803804887
5.862376357415026,0.0988692603642332,0.0,0.0,0.0,0.03937416577784753
5.859901241917469,0.10058811169488284,0.0,0.0,0.0,0.04006373826637171
5.857431691673563,0.10230297423063676,0.0,0.0,0.0,0.040751710530181263
