20.0	359.681038	0.16956995	0.0
1727.0	360.561783	0.17497464	0.0
3406.0	361.422157	0.17113366	0.00013757999999999826
5055.0	362.277046	0.17202939	0.0002856699999999983
6676.0	363.142349	0.17887635	0.0004236999999999991
8268.0	363.999031	0.18036416	0.0005595400000000007
9831.0	364.850487	0.17732781	0.0006828600000000004
11365.0	365.71315	0.18148761	0.0008078600000000005
12871.0	366.571739	0.18453913	0.0009267900000000003
14347.0	367.433029	0.19323827	0.0010496800000000008
15795.0	368.310272	0.18273251	0.001179030000000001
17214.0	369.171257	0.19471089	0.0013163199999999993
18604.0	370.066727	0.19402772	0.001450449999999999
19965.0	370.956757	0.1935419	0.0015843000000000003
21297.0	371.839355	0.1970337	0.00171636
22601.0	372.720177	0.19967532	0.0018537300000000013
23875.0	373.621872	0.19032337	0.001981219999999999
25121.0	374.537666	0.20221067	0.002113979999999998
26338.0	375.444328	0.20380475	0.002241429999999999
27526.0	376.365906	0.20201331	0.00236838
28685.0	377.289833	0.20644637	0.002491799999999999
29816.0	378.20327	0.20675001	0.0026238799999999986
30917.0	379.156799	0.20954345	0.002750800000000001
31990.0	380.113182	0.20960417	0.0028777299999999985
33034.0	381.064476	0.21616268	0.003012149999999998
34049.0	382.036438	0.21432569	0.0031437900000000005
35035.0	383.020485	0.21848549	0.00327593
35993.0	384.003105	0.22256937	0.00340387
36921.0	384.994347	0.22616744	0.003539810000000001
37821.0	386.012215	0.22065648	0.003687619999999999
38692.0	387.045815	0.22689617	0.0038362299999999995
39534.0	388.11853	0.21919903	0.003991100000000001
40347.0	389.201607	0.22845989	0.004161649999999999
41131.0	390.302147	0.22943152	0.004316759999999999
41887.0	391.461411	0.23327249	0.004473669999999999
42613.0	392.653847	0.23705275	0.004638960000000001
43311.0	393.872627	0.24192608	0.004816620000000001
43980.0	395.122482	0.24019536	0.00503609
44620.0	396.466286	0.25004831	0.005266879999999998
45232.0	397.941216	0.24842386	0.005503789999999998
45814.0	399.657616	0.25804908	0.005718419999999998
46368.0	401.524261	0.25700154	0.005961319999999999
46892.0	403.345642	0.26070588	0.00621211
47388.0	405.217712	0.25930917	0.00656149
47855.0	407.055832	0.27494635	0.006958449999999998
48293.0	408.885452	0.27233509	0.007420969999999999
48703.0	410.608002	0.2867881	0.00796148
49083.0	412.240448	0.28949045	0.008579429999999999
49435.0	413.845367	0.30122593	0.009269010000000001
49758.0	415.576645	0.3074808	0.01010152
50052.0	417.469177	0.3181991	0.011041659999999998
50317.0	419.447952	0.33931689	0.01209969
50553.0	421.493057	0.35770197	0.01340487
50761.0	423.693054	0.3732177	0.014772349999999997
50939.0	425.947723	0.39705302	0.016390219999999997
51089.0	428.554138	0.41606055	0.01807408
51210.0	431.453842	0.43746679	0.019971009999999997
51302.0	434.817612	0.46757217	0.021995889999999997
51366.0	439.107605	0.50229279	0.02432873
51386.0	441.291672	0.51331473	0.025317109999999997
51400.0	443.584229	0.53068263	0.026818969999999998
